frame,time_s,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_m
0,0.0,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
1,0.033350000000000005,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
2,0.06670000000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
3,0.10005000000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
4,0.13340000000000002,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
5,0.16675,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
6,0.20010000000000003,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
7,0.23345000000000005,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
8,0.26680000000000004,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
9,0.30015000000000003,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
10,0.3335,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
11,0.36685000000000006,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
12,0.40020000000000006,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
13,0.43355000000000005,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
14,0.4669000000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
15,0.5002500000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
16,0.5336000000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
17,0.5669500000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
18,0.6003000000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
19,0.63365,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
20,0.667,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
21,0.7003500000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
22,0.7337000000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
23,0.7670500000000001,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,-0.014054086059331894,-0.20564696192741394,0.31863826513290405,0.0
24,0.8004000000000001,-0.014053834602236748,-0.20563343167304993,0.31861168146133423,-0.014053955674171448,-0.2056352198123932,0.3186150789260864,3.8412063076975755e-06
25,0.8337500000000001,-0.01404884085059166,-0.20449772477149963,0.31639254093170166,-0.01404873002320528,-0.20449930429458618,0.31639575958251953,3.587044602681999e-06
26,0.8671000000000001,-0.014072125777602196,-0.20335449278354645,0.31416669487953186,-0.014072061516344547,-0.20335626602172852,0.31417009234428406,3.832918991975021e-06
27,0.9004500000000001,-0.014123542234301567,-0.20220410823822021,0.3119353950023651,-0.014123400673270226,-0.2022058665752411,0.3119387626647949,3.801702177952393e-06
28,0.9338000000000002,-0.014202365651726723,-0.2010461986064911,0.3096989691257477,-0.014202248305082321,-0.20104801654815674,0.3097022771835327,3.776496896534809e-06
29,0.9671500000000002,-0.014308412559330463,-0.19988101720809937,0.30745798349380493,-0.01430826261639595,-0.19988271594047546,0.30746132135391235,3.7482641346286982e-06
30,1.0005000000000002,-0.014441368170082569,-0.19870822131633759,0.30521291494369507,-0.014440915547311306,-0.19870994985103607,0.30521631240844727,3.838680186163401e-06
31,1.0338500000000002,-0.014600276947021484,-0.19752782583236694,0.302964448928833,-0.014600198715925217,-0.19752953946590424,0.3029678165912628,3.779392727665254e-06
32,1.0672000000000001,-0.014785345643758774,-0.19633975625038147,0.3007129430770874,-0.014785032719373703,-0.19634155929088593,0.3007164001464844,3.911547537427396e-06
33,1.1005500000000001,-0.014995509758591652,-0.19514408707618713,0.29845932126045227,-0.014995316043496132,-0.19514590501785278,0.2984626889228821,3.831917183561018e-06
34,1.1339000000000001,-0.015230881050229073,-0.19394072890281677,0.2962036728858948,-0.015230468474328518,-0.19394245743751526,0.296207070350647,3.834164544969099e-06
35,1.1672500000000001,-0.015490560792386532,-0.19272935390472412,0.2939467430114746,-0.015490137040615082,-0.19273126125335693,0.2939501404762268,3.919223217963008e-06
36,1.2006000000000001,-0.01577434130012989,-0.19151034951210022,0.2916889190673828,-0.015773925930261612,-0.1915120780467987,0.291692316532135,3.834466042462736e-06
