frame,time_s,overall_clearance_m,ee_clearance_m,left_finger_clearance_m,right_finger_clearance_m,target_actual_error_m,normal_speed_into_table_m_s
0,0.0,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,0.0
1,0.033350000000000005,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
2,0.06670000000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
3,0.10005000000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
4,0.13340000000000002,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
5,0.16675,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
6,0.20010000000000003,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
7,0.23345000000000005,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
8,0.26680000000000004,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
9,0.30015000000000003,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
10,0.3335,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
11,0.36685000000000006,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
12,0.40020000000000006,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
13,0.43355000000000005,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
14,0.4669000000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
15,0.5002500000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
16,0.5336000000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
17,0.5669500000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
18,0.6003000000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
19,0.63365,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
20,0.667,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
21,0.7003500000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
22,0.7337000000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
23,0.7670500000000001,0.06313623487949371,inf,0.06406976282596588,0.06313623487949371,0.0,-0.0
24,0.8004000000000001,0.06311653554439545,inf,0.06404383480548859,0.06311653554439545,3.8412063076975755e-06,0.000590684765484184
25,0.8337500000000001,0.06122787669301033,inf,0.0615650899708271,0.06122787669301033,3.587044602681999e-06,0.05663145333528519
26,0.8671000000000001,0.059044886380434036,inf,0.059044886380434036,0.05929054692387581,3.832918991975021e-06,0.06545698642730713
27,0.9004500000000001,0.05647097900509834,inf,0.05647097900509834,0.05729149654507637,3.801702177952393e-06,0.07717863470315933
28,0.9338000000000002,0.05389814451336861,inf,0.05389814451336861,0.05528472736477852,3.776496896534809e-06,0.07714646309614182
29,0.9671500000000002,0.051327574998140335,inf,0.051327574998140335,0.05327068641781807,3.7482641346286982e-06,0.07707855105400085
30,1.0005000000000002,0.04876013472676277,inf,0.04876013472676277,0.0512494333088398,3.838680186163401e-06,0.0769847184419632
31,1.0338500000000002,0.04619676247239113,inf,0.04619676247239113,0.04922134056687355,3.779392727665254e-06,0.07686273753643036
32,1.0672000000000001,0.04363851621747017,inf,0.04363851621747017,0.04718660190701485,3.911547537427396e-06,0.07670903950929642
33,1.1005500000000001,0.04108636453747749,inf,0.04108636453747749,0.04514564946293831,3.831917183561018e-06,0.07652629166841507
34,1.1339000000000001,0.03854108229279518,inf,0.03854108229279518,0.043098632246255875,3.834164544969099e-06,0.07632031291723251
35,1.1672500000000001,0.03600366786122322,inf,0.03600366786122322,0.04104583337903023,3.919223217963008e-06,0.07608439773321152
