run_label,frame,time_s,phase,actual_any_finger_box_clearance_m,actual_left_finger_box_clearance_m,actual_right_finger_box_clearance_m,actual_contact_source,target_to_any_finger_box_surface_m,target_to_left_finger_box_surface_m,target_to_right_finger_box_surface_m,tiny_minclamp_proxy_any_clearance_m,tiny_minclamp_proxy_gripper_center_clearance_m,tiny_minclamp_proxy_finger_span_clearance_m,tiny_minclamp_proxy_effective_radius_m,small_proxy_any_clearance_m,small_proxy_gripper_center_clearance_m,small_proxy_finger_span_clearance_m,small_proxy_effective_radius_m,accepted_nominal_proxy_any_clearance_m,accepted_nominal_proxy_gripper_center_clearance_m,accepted_nominal_proxy_finger_span_clearance_m,accepted_nominal_proxy_effective_radius_m,inflated_proxy_any_clearance_m,inflated_proxy_gripper_center_clearance_m,inflated_proxy_finger_span_clearance_m,inflated_proxy_effective_radius_m
c12_direct_baseline,10,0.3335,unknown,0.05047258362174034,0.05047258362174034,0.07639417052268982,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.0943309870660305,0.10332449525594711,0.0943309870660305,0.012,0.08833098411560059,0.09732449054718018,0.0883309870660305,0.018,0.07333098351955414,0.08232448995113373,0.0733309870660305,0.033,0.05833098292350769,0.06732448935508728,0.0583309870660305,0.048
c12_direct_baseline,11,0.36685000000000006,unknown,0.050536174327135086,0.050536174327135086,0.07642829418182373,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09439419779181481,0.10339213162660599,0.09439419779181481,0.012,0.08839419484138489,0.09739212691783905,0.0883941977918148,0.018,0.07339419424533844,0.0823921263217926,0.0733941977918148,0.033,0.05839419364929199,0.06739212572574615,0.0583941977918148,0.048
c12_direct_baseline,12,0.40020000000000006,unknown,0.05063493177294731,0.05063493177294731,0.07644614577293396,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09449562999606133,0.1035129651427269,0.09449562999606133,0.012,0.08849562704563141,0.09751296043395996,0.08849562999606132,0.018,0.07349562644958496,0.08251295983791351,0.07349562999606132,0.033,0.05849562585353851,0.06751295924186707,0.058495629996061324,0.048
c12_direct_baseline,13,0.43355000000000005,unknown,0.05080332234501839,0.05080332234501839,0.07644276320934296,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09467310282588005,0.10364026576280594,0.09467310282588005,0.012,0.08867309987545013,0.097640261054039,0.08867310282588005,0.018,0.07367309927940369,0.08264026045799255,0.07367310282588005,0.033,0.05867309868335724,0.0676402598619461,0.05867310282588005,0.048
c12_direct_baseline,14,0.4669000000000001,unknown,0.05106266215443611,0.05106266215443611,0.07641507685184479,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.094951292604208,0.10364406555891037,0.094951292604208,0.012,0.08895128965377808,0.09764406085014343,0.08895129260420799,0.018,0.07395128905773163,0.08264406025409698,0.07395129260420799,0.033,0.05895128846168518,0.06764405965805054,0.05895129260420799,0.048
c12_direct_baseline,15,0.5002500000000001,unknown,0.05140453204512596,0.05140453204512596,0.07641333341598511,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09531792077422142,0.10366850346326828,0.09531792077422142,0.012,0.0893179178237915,0.09766849875450134,0.08931792077422142,0.018,0.07431791722774506,0.0826684981584549,0.07431792077422142,0.033,0.05931791663169861,0.06766849756240845,0.05931792077422142,0.048
c12_direct_baseline,16,0.5336000000000001,unknown,0.051790278404951096,0.051790278404951096,0.07640889286994934,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.0957321283519268,0.10369443148374557,0.0957321283519268,0.012,0.08973212540149689,0.09769442677497864,0.0897321283519268,0.018,0.07473212480545044,0.08269442617893219,0.0747321283519268,0.033,0.05973212420940399,0.06769442558288574,0.0597321283519268,0.048
c12_direct_baseline,17,0.5669500000000001,unknown,0.05211847648024559,0.05211847648024559,0.07641234993934631,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09608336362242699,0.10373491793870926,0.09608336362242699,0.012,0.09008336067199707,0.09773491322994232,0.09008336362242698,0.018,0.07508336007595062,0.08273491263389587,0.07508336362242699,0.033,0.060083359479904175,0.06773491203784943,0.060083363622426986,0.048
c12_direct_baseline,18,0.6003000000000001,unknown,0.052378665655851364,0.052378665655851364,0.07642215490341187,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09636055502295494,0.1037740632891655,0.09636055502295494,0.012,0.09036055207252502,0.09777405858039856,0.09036055502295494,0.018,0.07536055147647858,0.08277405798435211,0.07536055502295494,0.033,0.06036055088043213,0.06777405738830566,0.06036055502295494,0.048
c12_direct_baseline,19,0.63365,unknown,0.05256189778447151,0.05256189778447151,0.07643432915210724,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09655482146143914,0.10381641238927841,0.09655482146143914,0.012,0.09055481851100922,0.09781640768051147,0.09055482146143913,0.018,0.07555481791496277,0.08281640708446503,0.07555482146143913,0.033,0.06055481731891632,0.06781640648841858,0.06055482146143913,0.048
c12_direct_baseline,20,0.667,unknown,0.05263189598917961,0.05263189598917961,0.07644398510456085,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09662990841269493,0.10385894030332565,0.09662990841269493,0.012,0.09062990546226501,0.09785893559455872,0.09062990841269493,0.018,0.07562990486621857,0.08285893499851227,0.07562990841269493,0.033,0.06062990427017212,0.06785893440246582,0.06062990841269493,0.048
c12_direct_baseline,21,0.7003500000000001,unknown,0.05264933034777641,0.05264933034777641,0.07646237313747406,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09664708945155144,0.10390768200159073,0.09664708945155144,0.012,0.09064708650112152,0.09790767729282379,0.09064708945155144,0.018,0.07564708590507507,0.08290767669677734,0.07564708945155144,0.033,0.060647085309028625,0.0679076761007309,0.060647089451551436,0.048
c12_direct_baseline,22,0.7337000000000001,unknown,0.052637819200754166,0.052637819200754166,0.0764826089143753,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09663417014479637,0.10395724326372147,0.09663417014479637,0.012,0.09063416719436646,0.09795723855495453,0.09063417014479637,0.018,0.07563416659832001,0.08295723795890808,0.07563417014479637,0.033,0.06063416600227356,0.06795723736286163,0.06063417014479637,0.048
c12_direct_baseline,23,0.7670500000000001,unknown,0.05269131436944008,0.05269131436944008,0.07650543749332428,left_tip_box,0.042401038110256195,0.042401041835546494,0.042401038110256195,0.09669051143527031,0.10398323088884354,0.09669051143527031,0.012,0.0906905084848404,0.0979832261800766,0.09069051143527031,0.018,0.07569050788879395,0.08298322558403015,0.07569051143527031,0.033,0.0606905072927475,0.0679832249879837,0.06069051143527031,0.048
c12_direct_baseline,24,0.8004000000000001,unknown,0.052678752690553665,0.052678752690553665,0.07650697231292725,left_tip_box,0.04240047559142113,0.04240155220031738,0.04240047559142113,0.09667961868643761,0.10398197919130325,0.09667961868643761,0.012,0.09067961573600769,0.09798197448253632,0.0906796186864376,0.018,0.07567961513996124,0.08298197388648987,0.0756796186864376,0.033,0.060679614543914795,0.06798197329044342,0.060679618686437606,0.048
c12_direct_baseline,25,0.8337500000000001,unknown,0.0502033568918705,0.0502033568918705,0.07464052736759186,left_tip_box,0.042400337755680084,0.04240170121192932,0.042400337755680084,0.09431733760237694,0.10163822025060654,0.09431733760237694,0.012,0.08831733465194702,0.0956382155418396,0.08831733760237694,0.018,0.07331733405590057,0.08063821494579315,0.07331733760237694,0.033,0.058317333459854126,0.0656382143497467,0.05831733760237694,0.048
c12_direct_baseline,26,0.8671000000000001,unknown,0.047691088169813156,0.047691088169813156,0.07282330095767975,left_tip_box,0.04240028187632561,0.042401768267154694,0.04240028187632561,0.09191446575522423,0.09930495172739029,0.09191446575522423,0.012,0.08591446280479431,0.09330494701862335,0.08591446575522423,0.018,0.07091446220874786,0.0783049464225769,0.07091446575522423,0.033,0.055914461612701416,0.06330494582653046,0.05591446575522423,0.048
c12_direct_baseline,27,0.9004500000000001,unknown,0.045184869319200516,0.045184869319200516,0.07105739414691925,left_tip_box,0.04240020364522934,0.04240182042121887,0.04240020364522934,0.08951423141360283,0.09698324650526047,0.08951423141360283,0.012,0.08351422846317291,0.09098324179649353,0.08351423141360283,0.018,0.06851422786712646,0.07598324120044708,0.06851423141360283,0.033,0.05351422727108002,0.060983240604400635,0.05351423141360283,0.048
c12_direct_baseline,28,0.9338000000000002,unknown,0.042718078941106796,0.042718078941106796,0.06933669745922089,left_tip_box,0.04240022227168083,0.04240183159708977,0.04240022227168083,0.08714978966116906,0.09465949982404709,0.08714978966116906,0.012,0.08114978671073914,0.08865949511528015,0.08114978966116905,0.018,0.06614978611469269,0.0736594945192337,0.06614978966116905,0.033,0.05114978551864624,0.058659493923187256,0.05114978966116905,0.048
c12_direct_baseline,29,0.9671500000000002,unknown,0.040276769548654556,0.040276769548654556,0.06766915321350098,left_tip_box,0.04240018129348755,0.04240180924534798,0.04240018129348755,0.08480241718888283,0.09234348684549332,0.08480241718888283,0.012,0.07880241718888283,0.08634348213672638,0.07880241718888283,0.018,0.06380241718888283,0.07134348154067993,0.06380241718888283,0.033,0.048802413046360016,0.056343480944633484,0.04880241718888283,0.048
c12_direct_baseline,30,1.0005000000000002,unknown,0.03786987438797951,0.03786987438797951,0.0660601407289505,left_tip_box,0.04239990934729576,0.042402107268571854,0.04239990934729576,0.08247815641760826,0.09003861993551254,0.08247815641760826,0.012,0.07647815346717834,0.0840386152267456,0.07647815641760826,0.018,0.06147815641760826,0.06903861463069916,0.06147815641760826,0.033,0.04647815227508545,0.05403861403465271,0.04647815641760826,0.048
c12_direct_baseline,31,1.0338500000000002,unknown,0.03549456223845482,0.03549456223845482,0.06451314687728882,left_tip_box,0.04240023344755173,0.042401790618896484,0.04240023344755173,0.0801701304614544,0.08774491399526596,0.0801701304614544,0.012,0.07417012751102448,0.08174490928649902,0.07417013046145439,0.018,0.05917013046145439,0.06674490869045258,0.05917013046145439,0.033,0.04417012631893158,0.05174490809440613,0.04417013046145439,0.048
c12_direct_baseline,32,1.0672000000000001,unknown,0.03315852954983711,0.03315852954983711,0.06303063035011292,left_tip_box,0.04239998385310173,0.04240204021334648,0.04239998385310173,0.07788186344504357,0.08546502143144608,0.07788186344504357,0.012,0.07188186049461365,0.07946501672267914,0.07188186344504356,0.018,0.05688186344504356,0.06446501612663269,0.05688186344504356,0.033,0.04188185930252075,0.04946501553058624,0.04188186344504356,0.048
c12_direct_baseline,33,1.1005500000000001,unknown,0.030905891209840775,0.030905891209840775,0.06161909177899361,left_tip_box,0.04240008071064949,0.04240196570754051,0.04240008071064949,0.07565380457043648,0.08319847285747528,0.07565380457043648,0.012,0.06965380457043648,0.07719847559928894,0.06965380457043648,0.018,0.054653804570436476,0.062198471277952194,0.054653804570436476,0.033,0.039653800427913666,0.04719846695661545,0.03965380457043648,0.048
c12_direct_baseline,34,1.1339000000000001,unknown,0.028686974197626114,0.028686974197626114,0.06028987839818001,left_tip_box,0.042399920523166656,0.04240211471915245,0.042399920523166656,0.0734308344423771,0.08095056563615799,0.0734308344423771,0.012,0.06743083444237709,0.07495056092739105,0.06743083444237709,0.018,0.05243083444237709,0.0599505640566349,0.05243083444237709,0.033,0.03743083029985428,0.04495055973529816,0.03743083444237709,0.048
c12_direct_baseline,35,1.1672500000000001,unknown,0.026537645608186722,0.026537645608186722,0.0590403713285923,left_tip_box,0.04239979013800621,0.042402222752571106,0.04239979013800621,0.07124103429913521,0.07872568815946579,0.07124103429913521,0.012,0.0652410342991352,0.07272568345069885,0.0652410342991352,0.018,0.05024103429913521,0.0577256865799427,0.05024103429913521,0.033,0.035241030156612396,0.04272568225860596,0.03524103429913521,0.048
c12_direct_baseline,36,1.2006000000000001,unknown,0.024389758706092834,0.024389758706092834,0.057881589978933334,left_tip_box,0.042399924248456955,0.042402103543281555,0.042399924248456955,0.06907538148760796,0.07652053982019424,0.06907538148760796,0.012,0.06307537853717804,0.07052053511142731,0.06307538148760795,0.018,0.048075381487607954,0.05552053824067116,0.048075381487607954,0.033,0.033075377345085144,0.04052053391933441,0.033075381487607955,0.048
c12_direct_baseline,37,1.23395,unknown,0.022066660225391388,0.022066660225391388,0.056816454976797104,left_tip_box,0.04239979013800621,0.042402226477861404,0.04239979013800621,0.06689402285218239,0.07434768229722977,0.06689402285218239,0.012,0.060894022852182386,0.06834767758846283,0.060894022852182386,0.018,0.04589402285218239,0.05334768071770668,0.04589402285218239,0.033,0.030894018709659576,0.038347676396369934,0.030894022852182387,0.048
c12_direct_baseline,38,1.2673,unknown,0.01983020454645157,0.01983020454645157,0.055827777832746506,left_tip_box,0.04239964857697487,0.04240235686302185,0.04239964857697487,0.0646700841486454,0.07219875603914261,0.0646700841486454,0.012,0.0586700841486454,0.06619875133037567,0.0586700841486454,0.018,0.0436700841486454,0.05119875445961952,0.0436700841486454,0.033,0.02867008000612259,0.036198750138282776,0.0286700841486454,0.048
c12_direct_baseline,39,1.30065,unknown,0.01773091033101082,0.01773091033101082,0.05493810400366783,left_tip_box,0.042399607598781586,0.042402468621730804,0.042399607598781586,0.06253109696507454,0.07002539187669754,0.06253109696507454,0.012,0.05653109696507454,0.0640253871679306,0.05653109696507454,0.018,0.04153109696507454,0.049025390297174454,0.04153109696507454,0.033,0.026531092822551727,0.03402538597583771,0.026531096965074538,0.048
c12_direct_baseline,40,1.334,unknown,0.01567690819501877,0.01567690819501877,0.054160330444574356,left_tip_box,0.04239968582987785,0.04240234196186066,0.04239968582987785,0.06036920669674874,0.0677921324968338,0.06036920669674874,0.012,0.05436920669674873,0.06179213151335716,0.05436920669674873,0.018,0.03936920669674873,0.046792130917310715,0.03936920669674873,0.033,0.02436920255422592,0.03179212659597397,0.024369206696748733,0.048
c12_direct_baseline,41,1.3673500000000003,unknown,0.013806704431772232,0.013806704431772232,0.053466130048036575,left_tip_box,0.04239968582987785,0.04240228980779648,0.04239968582987785,0.058310439914464954,0.06558703631162643,0.058310439914464954,0.012,0.05231043991446495,0.059587035328149796,0.05231043991446495,0.018,0.03731043991446495,0.04458703473210335,0.03731043991446495,0.033,0.02231043577194214,0.0295870304107666,0.02231043991446495,0.048
c12_direct_baseline,42,1.4007000000000003,unknown,0.01205366849899292,0.01205366849899292,0.05289488658308983,left_tip_box,0.0423995703458786,0.0424024872481823,0.0423995703458786,0.056273168057203296,0.06340985000133514,0.056273168057203296,0.012,0.05027316805720329,0.057409849017858505,0.05027316805720329,0.018,0.03527316805720329,0.04240984842181206,0.03527316805720329,0.033,0.02027316391468048,0.02740984410047531,0.020273168057203292,0.048
c12_direct_baseline,43,1.4340500000000003,unknown,0.010447058826684952,0.010447058826684952,0.05242850258946419,left_tip_box,0.042399585247039795,0.04240246117115021,0.042399585247039795,0.05426232340931893,0.06127304583787918,0.05426232340931893,0.012,0.04826232340931892,0.05527304485440254,0.04826232340931892,0.018,0.03326232340931892,0.040273044258356094,0.03326232340931892,0.033,0.018262319266796112,0.025273039937019348,0.018262323409318923,0.048
c12_direct_baseline,44,1.4674000000000003,unknown,0.008846350014209747,0.008846350014209747,0.05205750837922096,left_tip_box,0.042399462312459946,0.04240256920456886,0.042399462312459946,0.05232095542550087,0.059176087379455566,0.05232095542550087,0.012,0.04632095542550087,0.05317608639597893,0.04632095542550087,0.018,0.03132095542550087,0.03817608579993248,0.03132095542550087,0.033,0.016320951282978058,0.023176081478595734,0.01632095542550087,0.048
c12_direct_baseline,45,1.5007500000000003,unknown,0.0071732886135578156,0.0071732886135578156,0.05179857090115547,left_tip_box,0.04239959269762039,0.04240243509411812,0.04239959269762039,0.05045667114853859,0.057116106152534485,0.05045667114853859,0.012,0.04445667114853859,0.051116105169057846,0.04445667114853859,0.018,0.029456671148538588,0.0361161045730114,0.029456671148538588,0.033,0.014456667006015778,0.021116100251674652,0.014456671148538588,0.048
c12_direct_baseline,46,1.5341000000000002,unknown,0.005564890801906586,0.005564890801906586,0.051651667803525925,left_tip_box,0.042399607598781586,0.04240240901708603,0.042399607598781586,0.048643028467893604,0.05510035157203674,0.048643028467893604,0.012,0.0426430284678936,0.049100350588560104,0.0426430284678936,0.018,0.0276430284678936,0.03410034999251366,0.0276430284678936,0.033,0.012643024325370789,0.01910034567117691,0.0126430284678936,0.048
c12_direct_baseline,47,1.5674500000000002,unknown,0.003969959914684296,0.003969959914684296,0.05161397531628609,left_tip_box,0.04239949211478233,0.042402565479278564,0.04239949211478233,0.046747958391904834,0.053131721913814545,0.046747958391904834,0.012,0.04074795839190483,0.047131720930337906,0.04074795839190483,0.018,0.02574795839190483,0.03213172033429146,0.02574795839190483,0.033,0.010747954249382019,0.017131716012954712,0.01074795839190483,0.048
c12_direct_baseline,48,1.6008000000000002,unknown,0.0023142751306295395,0.0023142751306295395,0.05169098451733589,left_tip_box,0.042399387806653976,0.04240265116095543,0.042399387806653976,0.04492180618643761,0.05121544748544693,0.04492180618643761,0.012,0.038921806186437605,0.04521544650197029,0.038921806186437605,0.018,0.023921806186437605,0.030215445905923843,0.023921806186437605,0.033,0.008921802043914795,0.015215441584587097,0.008921806186437606,0.048
c12_direct_baseline,49,1.6341500000000002,unknown,0.0006187055259943008,0.0006187055259943008,0.05186295881867409,left_tip_box,0.042399339377880096,0.042402707040309906,0.042399339377880096,0.04309771034121514,0.049346648156642914,0.04309771034121514,0.012,0.03709771034121513,0.043346647173166275,0.03709771034121513,0.018,0.022097710341215132,0.028346646577119827,0.022097710341215132,0.033,0.007097706198692322,0.013346642255783081,0.007097710341215133,0.048
c12_direct_baseline,50,1.6675000000000002,unknown,-0.00047711096704006195,-0.00047711096704006195,0.05214638635516167,left_tip_box,0.04239937290549278,0.04240267723798752,0.04239937290549278,0.041618196398019794,0.047586388885974884,0.041618196398019794,0.012,0.03561819639801979,0.041586387902498245,0.03561819639801979,0.018,0.02061819639801979,0.026586387306451797,0.02061819639801979,0.033,0.00561819639801979,0.011586382985115051,0.00561819639801979,0.048
c12_direct_baseline,51,1.7008500000000002,unknown,-0.0010195579379796982,-0.0010195579379796982,0.052562911063432693,left_tip_box,0.04239926487207413,0.04240277037024498,0.04239926487207413,0.039521297544240955,0.04598499834537506,0.039521297544240955,0.012,0.03352129754424095,0.03998499736189842,0.03352129754424095,0.018,0.01852129754424095,0.024984996765851974,0.01852129754424095,0.033,0.0035212975442409505,0.009984992444515228,0.0035212975442409505,0.048
c12_direct_baseline,52,1.7342000000000002,unknown,-0.0012555867433547974,-0.0012555867433547974,0.053036075085401535,left_tip_box,0.04239914193749428,0.04240288957953453,0.04239914193749428,0.037469981342554096,0.044418297708034515,0.037469981342554096,0.012,0.03146998134255409,0.03841829672455788,0.03146998134255409,0.018,0.01646998134255409,0.02341829612851143,0.01646998134255409,0.033,0.0014699813425540914,0.008418291807174683,0.0014699813425540914,0.048
c12_direct_baseline,53,1.7675500000000002,unknown,-0.0012956783175468445,-0.0012956783175468445,0.05364583060145378,left_tip_box,0.04239911958575249,0.04240284115076065,0.04239911958575249,0.03545381698012352,0.04289822280406952,0.03545381698012352,0.012,0.029453816980123518,0.03689822182059288,0.029453816980123518,0.018,0.014453816980123518,0.021898221224546432,0.014453816980123518,0.033,-0.0005461830198764811,0.006898216903209686,-0.0005461830198764811,0.048
c12_direct_baseline,54,1.8009000000000002,unknown,-0.0009941738098859787,-0.0009941738098859787,0.054402951151132584,left_tip_box,0.042399078607559204,0.04240301251411438,0.042399078607559204,0.03339430513978005,0.041351474821567535,0.03339430513978005,0.012,0.027394305139780042,0.0353514738380909,0.027394305139780042,0.018,0.012394305139780043,0.02035147324204445,0.012394305139780043,0.033,-0.0026056990027427673,0.005351468920707703,-0.0026056948602199564,0.048
c12_direct_baseline,55,1.8342500000000002,unknown,-0.000382494181394577,-0.000382494181394577,0.05538428947329521,left_tip_box,0.04239911213517189,0.04240293800830841,0.04239911213517189,0.031565604835748676,0.04009793698787689,0.031565604835748676,0.012,0.02556560483574867,0.03409793600440025,0.02556560483574867,0.018,0.010565604835748671,0.019097935408353806,0.010565604835748671,0.033,-0.004434399306774139,0.004097931087017059,-0.0044343951642513285,0.048
c12_direct_baseline,56,1.8676000000000004,unknown,-0.000740639865398407,-0.000740639865398407,0.05661049112677574,left_tip_box,0.04239905998110771,0.042402975261211395,0.04239905998110771,0.02984491559863091,0.03887348622083664,0.02984491559863091,0.012,0.023844915598630903,0.03287348523736,0.023844915598630903,0.018,0.008844915598630904,0.017873484641313553,0.008844915598630904,0.033,-0.006155088543891907,0.0028734803199768066,-0.006155084401369096,0.048
c12_direct_baseline,57,1.9009500000000004,unknown,-0.0009143035858869553,-0.0009143035858869553,0.05742175504565239,left_tip_box,0.04239906370639801,0.04240299016237259,0.04239906370639801,0.0282539037168026,0.037697598338127136,0.0282539037168026,0.012,0.022253903716802595,0.0316975973546505,0.022253903716802595,0.018,0.0072539037168025955,0.01669759675860405,0.0072539037168025955,0.033,-0.007746100425720215,0.0016975924372673035,-0.007746096283197404,0.048
c12_direct_baseline,58,1.9343000000000004,unknown,-0.0006979145109653473,-0.0006979145109653473,0.058309610933065414,left_tip_box,0.04239906370639801,0.04240299388766289,0.04239906370639801,0.02660646113753319,0.036548420786857605,0.02660646113753319,0.012,0.020606461137533186,0.030548419803380966,0.020606461137533186,0.018,0.005606461137533186,0.015548419207334518,0.005606461137533186,0.033,-0.009393543004989624,0.0005484148859977722,-0.009393538862466813,0.048
c12_direct_baseline,59,1.9676500000000003,unknown,-0.00030308589339256287,-0.00030308589339256287,0.059397224336862564,left_tip_box,0.042399078607559204,0.04240301996469498,0.042399078607559204,0.024976356059312824,0.035436876118183136,0.024976356059312824,0.012,0.01897635605931282,0.029436875134706497,0.01897635605931282,0.018,0.003976356059312819,0.01443687453866005,0.003976356059312819,0.033,-0.011023648083209991,-0.0005631297826766968,-0.01102364394068718,0.048
c12_direct_baseline,60,2.0010000000000003,unknown,0.0001305658370256424,0.0001305658370256424,0.06034918501973152,left_tip_box,0.04239901155233383,0.04240303114056587,0.04239901155233383,0.023390362143516544,0.03436022996902466,0.023390362143516544,0.012,0.01739036214351654,0.02836022898554802,0.01739036214351654,0.018,0.002390362143516539,0.013360228389501572,0.002390362143516539,0.033,-0.012609641999006271,-0.0016397759318351746,-0.01260963785648346,0.048
c12_direct_baseline,61,2.0343500000000003,unknown,0.0005762465298175812,0.0005762465298175812,0.061174239963293076,left_tip_box,0.042398903518915176,0.04240310564637184,0.042398903518915176,0.021923789858818057,0.033505067229270935,0.021923789858818057,0.012,0.015923789858818052,0.027505066245794296,0.015923789858818052,0.018,0.0009237898588180526,0.012505065649747849,0.0009237898588180526,0.033,-0.014076210141181947,-0.0024949386715888977,-0.014076210141181947,0.048
